楽曲ID,難易度ID,ID_DifN,ノーツ数,譜面再生時間,累計基礎係数,s1係数,s2係数,s3係数,s4係数,s5係数,s6係数,s外係数,s6前s外係数,s1始点,s1終点,s2始点,s2終点,s3始点,s3終点,s4始点,s4終点,s5始点,s5終点,s6始点,s6終点,SF始点,SF終点,平均スコア,最小スコア,最大スコア,s6前スコア,ポイント
504,4,504_4,1016,120,961.6,41.612,31.11,46.804,41.475,52.266,27.864,811.6525,652.7845,111,160,253,285,394,435,533,571,669,712,864,887,660,759,3155847.852,3148989.386,3163410.408,2692260.602,348.7610631
504,5,504_5,1119,120,1104.9,52.924,41.758,50.336,47.064,66.126,32.918,931.587,742.287,124,177,295,338,449,496,603,645,740,784,959,991,734,842,3304632.862,3296218.314,3310957.772,2814660.645,358.6508903
505,1,505_1,162,121.10092,88.7,2,2.2,3.4,4.3,4.7,6.5145,72.7155,46.809,8,9,14,17,34,49,62,68,78,88,123,129,120,135,2901010.197,2890631.709,2911256.076,2028397.918,334.7583309
505,2,505_2,279,121.10092,184.1,8.2,5.3,5.656,7.373,8.787,11.169,151.967,99.692,27,36,57,73,103,122,139,148,164,176,223,232,218,244,2958424.757,2952037.078,2965171.068,2144137.736,338.6084837
505,3,505_3,461,121.10092,465.2,13.2,16.12,19.392,18.698,16.932,30.1275,379.121,252.216,52,66,97,112,141,157,182,204,242,258,329,352,317,362,2956542.891,2952712.941,2961439.614,2120072.112,338.482288
505,4,505_4,809,121.10092,702.5,35.411,28.033,32.104,28.121,34.944,43.407,565.779,374.107,86,120,178,211,271,313,373,402,456,480,628,657,610,689,3307447.214,3303468.511,3311518.64,2457968.548,362.0135191
505,5,505_5,836,121.10092,823.9,35.431,38.672,36.099,33.292,23.816,51.357,678.522,472.373,88,122,184,220,277,317,371,405,471,494,629,663,611,693,3254633.945,3250155.41,3261939.192,2425268.921,358.4719234
506,1,506_1,239,139.76471,129.6,3,3,4.6,5,8.6355,4.182,108.735,100.575,24,26,33,35,58,67,95,99,186,197,219,232,183,204,2719557.85,2702924.415,2729805.634,2434516.433,339.5687894
506,2,506_2,521,139.76471,282,10.6,9.6,19.089,6.12,20.049,13.104,227.721,200.461,46,61,82,96,127,154,204,236,396,416,481,497,391,441,3084819.259,3067188.005,3101056.393,2654631.77,365.3519477
506,3,506_3,776,139.76471,627.4,22.09,21.513,28.152,15.759,48.972,37.45,517.402,444.642,88,109,138,161,223,272,342,359,622,656,717,737,607,683,3175383.735,3154762.475,3187754.208,2622954.451,371.7447342
506,4,506_4,1164,139.76471,1063.8,36.691,34.057,53.596,29.536,61.5495,60.94,901.878,789.568,69,110,175,213,284,328,438,469,882,932,1039,1077,867,983,3204864.692,3192606.511,3214070.151,2666969.532,373.825743
506,5,506_5,1385,139.76471,1252.8,43.006,41.412,54.034,46.62,90.255,68.2,1068.314,944.564,99,146,218,269,365,418,541,588,1050,1104,1241,1287,1034,1171,3361390.906,3344091.806,3369818.255,2843606.717,384.8746522
507,1,507_1,181,112.94118,94.3,2,3.4,5,5.304,2.02,7.575,76.6495,58.924,26,27,36,51,76,80,88,104,116,117,148,152,146,161,2934277.737,2921495.147,2945907.776,2183356.018,331.0771215
507,2,507_2,288,112.94118,184,5,6,11.11,9.595,6.767,18.513,142.714,109.666,28,32,57,62,109,119,134,152,160,181,244,256,241,267,3202991.616,3190693.673,3212861.876,2323348.525,348.7806241
507,3,507_3,549,112.94118,424.8,16.2,26.26,19.176,24.72,17.51,32.604,321.0745,260.215,63,98,141,160,245,274,302,324,348,373,466,495,460,512,3314981.036,3305873.997,3322561.521,2617543.901,356.1587506
507,4,507_4,813,112.94118,739,35.754,43.146,43.056,29.75,26.88,72.546,572.693,468.533,138,175,252,290,406,442,483,506,543,582,721,756,714,794,3567979.264,3560202.094,3576600.415,2717800.656,372.8268692
507,5,507_5,877,112.94118,918.8,35.552,51,48.867,54.288,32.865,90.807,705.659,586.913,105,140,218,258,382,417,459,495,540,576,766,806,759,845,3642306.484,3634483.957,3651861.636,2788669.587,377.7237213
507,6,507_6,1126,112.94118,993.8,34.635,51.5,46.62,45.474,36.487,90.9255,804.241,681.716,151,221,314,354,537,581,632,678,726,786,977,1025,968,1079,3514121.198,3508110.047,3520460.865,2714030.889,369.278573
508,1,508_1,234,113.33333,121.4,3,3,9.999,6.363,7.373,7.752,93.0375,84.5715,50,52,58,60,104,115,144,152,189,197,214,225,101,123,3109762.243,3089245.825,3127130.706,2633809.843,342.6384537
508,2,508_2,312,113.33333,219.8,6,7.02,18.786,10.69,11.526,11.628,170.858,150.322,66,71,96,102,152,166,199,213,244,255,280,292,147,176,3141199.572,3119839.746,3156486.103,2680291.263,344.7096189
508,3,508_3,595,113.33333,498.4,19.1,28.28,29.31,22.62,20.904,30.345,386.987,354.647,62,97,153,166,298,325,394,421,464,489,533,557,289,346,3262021.132,3254351.086,3268941.919,2783892.985,352.6696275
508,4,508_4,875,113.33333,911.9,35.249,33.864,72.072,44.446,50.36,51.965,710.893,652.299,105,143,214,240,423,459,564,603,680,718,790,826,405,491,3455964.498,3438664.321,3467152.223,2987825.317,365.4470728
508,5,508_5,977,113.33333,1169.5,50.672,57.12,80.6145,68.9,60.519,67.765,890.853,810.156,98,141,217,256,467,514,637,681,763,806,880,926,445,542,3574597.541,3564714.7,3582428.272,3083620.077,373.2628968
511,1,511_1,214,114.94737,140.8,5.4,3.8,5.05,7.171,7.07,10.4535,108.562,77.314,27,44,55,74,112,114,125,141,157,162,172,186,170,190,2945038.948,2937629.898,2953344.826,2168751.644,331.7860954
511,2,511_2,455,114.94737,275.4,9.2,7.272,13.747,12.342,15.242,19.0035,221.039,160.241,59,78,109,135,184,202,234,264,299,318,368,391,364,408,3078459.623,3069480.753,3088811.03,2315978.514,340.5761634
511,3,511_3,755,114.94737,571.8,16.463,15.708,29.973,21.424,31.318,38.526,465.817,323.482,130,166,241,268,308,333,407,431,485,516,582,631,575,649,3104492.15,3093872.895,3113866.741,2287364.385,342.2912475
511,4,511_4,855,114.94737,785.2,27.573,30.906,42.745,29.848,44.636,60.7905,627.7905,440.157,151,184,257,289,349,385,459,493,566,602,672,711,664,747,3382891.939,3373877.572,3389912.278,2492833.552,360.6328807
511,5,511_5,1155,114.94737,1070.2,38.778,49.317,52.52,34.424,52.537,75.7005,885.663,633.391,177,221,299,354,452,497,593,644,734,789,927,976,916,1029,3376430.423,3371227.451,3383951.325,2518440.17,360.2071808
512,1,512_1,367,131.29412,147.1,5.2,3,4.04,11.9685,5.814,6.844,121.005,95.471,46,70,98,100,133,154,184,199,260,271,290,301,181,215,2861967.102,2839466.247,2875481.106,2324219.537,340.880677
512,2,512_2,467,131.29412,343.4,20.2,10.706,6.834,20.5485,18.61,18.72,271.4565,208.6405,118,127,146,161,221,251,312,327,394,404,424,434,307,352,3042571.051,3031696.893,3059019.793,2429518.308,353.3104782
512,3,512_3,764,131.29412,645.6,38.077,23.256,11.536,25.896,39.9,47.7,513.801,389.357,129,159,209,238,327,348,448,478,566,589,638,665,441,516,3211835.872,3198016.098,3227861.136,2443745.654,364.9598806
512,4,512_4,969,131.29412,1009.6,53.934,27.948,19.468,55.2825,61.114,66.96,823.048,622.003,159,197,251,281,380,414,516,560,695,735,812,849,503,598,3289048.943,3276470.436,3306212.771,2536015.942,370.2739567
512,5,512_5,1094,131.29412,1333.2,73.13,39.92,23.608,72.666,79.068,88.944,1092.753,821.773,184,222,276,314,438,474,587,639,778,827,914,963,572,681,3374956.068,3362941.604,3393202.656,2595158.494,376.1863882
513,1,513_1,158,131.47826,115.6,2,4.3,6,2,3,6.969,97.191,58.003,6,7,14,20,42,44,52,53,74,85,115,124,112,126,2642926.887,2629559.901,2651918.542,1773037.818,325.8055564
513,2,513_2,300,131.47826,266.3,4.9,7.6,19.2,9.191,5.353,11.628,221.542,135.862,10,22,43,55,80,96,119,128,168,175,213,225,208,237,2734861.327,2713557.214,2746507.049,1968246.043,332.132809
513,3,513_3,417,131.47826,501.8,14.5,24,25.25,8.719,10.2,41.715,414.113,282.129,20,38,73,87,132,144,184,215,259,268,320,335,313,354,2984061.999,2971425.531,2995274.447,2052606.687,349.2836788
513,4,513_4,789,131.47826,853.1,30,30.603,40.188,25.647,12.896,65.568,723.393,504.698,38,67,147,180,259,289,367,399,452,467,581,619,567,644,3068329.941,3059021.288,3079421.98,2156497.264,355.0832959
513,5,513_5,1101,131.47826,981.1,33.324,49.164,41.818,19.95,17.384,85.9245,838.2065,598.1195,62,106,222,264,352,397,502,547,610,638,794,837,776,886,3210042.601,3197773.921,3221624.651,2233429.681,364.8364614
515,1,515_1,284,118.58824,136.4,3,4.1,7,7.07,4.242,10.863,107.299,83.89,21,23,44,57,91,97,122,128,149,163,210,226,207,233,2894010.416,2883664.315,2903679.256,2168741.308,337.2212928
515,2,515_2,497,118.58824,311.7,7,9.838,14.241,14.382,8.808,25.3065,256.278,200.081,45,51,95,120,186,200,243,257,296,318,392,414,385,433,2983156.021,2974849.451,2991375.212,2209581.723,343.2517308
515,3,515_3,648,118.58824,585.3,13.7,23.836,23.052,22.454,17.088,48.51,493.325,369.948,61,80,144,163,219,255,305,332,392,430,535,564,524,587,3090807.442,3086072.027,3098079.875,2234167.51,350.5340328
515,4,515_4,892,118.58824,823.8,19.043,33.048,33.784,38.792,27.51,73.3485,694.264,519.055,91,126,217,251,356,395,457,493,553,589,734,772,720,808,3283648.607,3276773.83,3292683.693,2365297.34,363.5791705
515,5,515_5,1226,118.58824,779.6,18.988,45.217,36.078,34.026,27.285,48.675,653.3915,534.5115,129,187,314,366,495,544,628,674,751,798,1001,1049,986,1106,3335609.808,3324405.938,3347445.82,2668241.099,367.0941929
516,1,516_1,166,121.42034,77.4,2,2,1.7,4,4.141,6.06,65.1515,47.729,20,21,28,29,58,65,94,97,113,117,147,150,144,159,2901187.392,2888903.444,2910367.145,2108415.686,337.7067941
516,2,516_2,221,121.42034,143.4,4,6.4,2.3,5.353,8.484,12.423,117.574,86.377,22,25,46,55,79,92,114,121,141,152,193,200,190,211,3035020.573,3021162.494,3048442.479,2181502.281,346.7602152
516,3,516_3,433,121.42034,332.5,16.1,19.19,2.222,19.38,16.728,31.106,251.9945,200.415,32,45,101,116,153,174,221,233,273,284,366,399,355,397,3265207.486,3254835.01,3286527.068,2450796.927,362.3316829
516,4,516_4,693,121.42034,605.9,23.2,30.603,15.81,30.9,38.168,49.449,481.237,378.364,58,78,163,192,238,266,344,373,446,478,606,638,592,660,3387392.986,3376164.042,3400484.007,2599143.222,370.5971726
516,5,516_5,829,121.42034,822.2,28.2,42.54,23.381,23.468,67.2,64.0395,654.825,538.754,49,74,180,212,279,326,393,435,521,563,718,757,700,781,3460537.163,3436419.945,3473678.683,2716676.53,375.545161
517,1,517_1,218,136.55172,116,3,2,4.3,4.3,5.05,6.06,98.8975,66.1105,6,17,41,42,64,70,89,95,120,123,169,172,164,183,2666327.569,2659262.155,2675564.914,1933380.5,330.2145018
517,2,517_2,375,136.55172,216.8,9,4.3,9.292,9.292,10.404,10.878,178.845,122.004,20,28,53,77,130,140,176,186,219,228,294,310,290,325,2901199.869,2895434.892,2911805.009,2187403.22,346.5174027
517,3,517_3,609,136.55172,429.8,15.6,11.615,18.606,18.666,21.218,23.712,350.715,256.416,46,66,110,134,196,215,277,296,355,373,463,488,458,516,3023420.789,3017238.092,3031600.148,2328788.45,355.0009724
517,4,517_4,874,136.55172,779.8,27.6,19.19,33.048,33.493,36.83,49.608,650.689,455.037,59,91,152,179,258,291,380,413,494,533,652,684,645,730,3173179.322,3167083.735,3182227.731,2345675.651,365.3959765
517,5,517_5,1024,136.55172,879.3,25.751,26.36,35.947,36.296,44.585,59.991,741.6685,512.0625,75,106,185,222,318,358,452,492,583,617,781,819,773,874,3256625.607,3248509.039,3263757.895,2370838.511,371.1881303
518,1,518_1,303,128.93617,110.2,2,3.1,2.02,2.828,7.803,5.61,100.381,84.151,66,67,87,99,128,129,138,147,217,222,246,255,215,244,2776423.316,2755449.58,2786459.909,2254376.312,332.1300616
518,2,518_2,435,128.93617,168.9,4.805,5.555,8.08,4.998,9.9645,10.609,137.937,115.9,94,105,153,162,181,188,249,270,294,313,368,389,292,333,2978586.792,2966109.358,2986546.195,2400193.606,345.9247458
518,3,518_3,771,128.93617,391.9,14.746,13.77,9.27,5.824,47.25,21.73,326.943,278.047,104,152,242,268,305,340,424,450,530,565,633,664,524,600,3237697.471,3195521.32,3259921.603,2699130.431,363.6052392
518,4,518_4,984,128.93617,593.4,27.977,22.244,13.174,17.325,62.0445,41.364,487.646,437.981,130,155,275,311,385,421,533,569,684,720,825,854,678,775,3462664.082,3428564.715,3481587.909,2886605.929,378.9559021
518,5,518_5,1114,128.93617,887.4,40.602,43.363,22.621,16.642,80.58,54.5,751.213,659.186,164,196,334,388,487,522,645,691,777,814,933,966,769,879,3473347.513,3444853.679,3493841.376,2899992.316,379.6848891
519,1,519_1,176,121.16505,96.4,2,6,4.3,4.1,2.8,4.949,75.215,61.277,20,21,27,29,40,46,58,62,80,89,129,143,127,142,2769042.49,2755885.394,2781285.809,2253856.577,325.9087317
519,2,519_2,321,121.16505,211.2,8,10,10.4,12.221,3.737,17.289,161.546,127.004,29,36,50,54,79,92,117,129,165,183,254,272,252,283,3095085.294,3084782.395,3109763.715,2348041.269,347.7727785
519,3,519_3,388,121.16505,345.5,13,17,12.625,15.756,17.17,14.121,267.559,208.688,41,53,69,74,102,118,156,176,187,199,295,319,286,322,2958865.096,2954489.419,2964064.568,2436333.831,338.6380123
519,4,519_4,695,121.16505,613.2,20.4,22.321,27.78,27.016,22.248,56.07,493.941,381.7995,41,64,103,126,177,216,291,328,374,393,566,593,556,624,3273334.715,3268724.807,3277302.858,2398446.589,359.725975
519,5,519_5,787,121.16505,754.2,33.11,24.341,43.554,35.947,25.792,93.969,578.019,443.481,79,111,149,173,242,281,352,388,436,464,633,671,630,707,3619087.488,3609293.752,3627353.082,2521201.478,382.9117492
522,1,522_1,174,114.46154,109.8,2,2,5.5,6,8.454,4.646,87.944,73.501,20,21,28,29,46,55,71,73,99,109,133,142,96,112,2871551.518,2851258.436,2889647.034,2425661.685,326.9445706
522,2,522_2,244,114.46154,186.4,5,8,8.3,12.12,12.5745,6.767,146.274,130.577,28,32,47,54,80,90,108,112,146,156,187,199,142,165,3060853.898,3047964.805,3074804.747,2712531.167,339.4162568
522,3,522_3,497,114.46154,476.5,19,19.322,34.34,25.704,48.0495,21.112,348.6585,307.1625,33,51,94,114,166,190,231,242,322,346,420,442,312,360,3459572.957,3434696.092,3475667.516,3049810.067,365.6848066
522,4,522_4,794,114.46154,809.8,31.5,37.067,47.697,24.514,76.545,33.324,633.5885,555.9365,48,83,158,200,265,306,379,394,505,547,670,704,491,569,3391782.07,3366101.949,3408479.888,2973328.953,361.2185834
522,5,522_5,837,114.46154,1010.3,37.3,41.561,68.856,25.913,89.9325,64.324,785.7835,653.8185,45,84,164,205,279,323,389,402,533,571,695,737,517,600,3538635.41,3513118.468,3557652.288,2909847.089,370.893627
523,1,523_1,307,132.05769,119.3,3,3,7.9285,6.075,3.774,4.488,95.488,83.232,44,46,52,54,133,162,192,206,226,235,253,269,129,157,2748566.245,2731953.191,2759094.595,2372276.785,330.2292262
523,2,523_2,407,132.05769,261.8,8,10,34.239,9.588,7.65,8.652,207.2425,184.1445,62,69,81,90,162,178,225,249,278,298,327,344,156,195,3177334.651,3134913.932,3194695.824,2840188.674,359.4863644
523,3,523_3,591,132.05769,493.1,16.059,16.059,52.26,19.673,13.52,10.914,420.1795,372.0045,111,134,165,188,293,306,363,383,419,449,495,514,286,344,3091523.233,3058691.944,3105834.273,2799740.161,353.6309971
523,4,523_4,896,132.05769,849.4,29.088,26.928,70.824,32.13,37.524,31.351,711.5015,635.8275,155,190,233,271,427,455,567,599,645,681,758,799,417,505,3226924.916,3204746.137,3237793.487,2846400.224,362.8701708
523,5,523_5,1115,132.05769,1117.2,27.436,35.123,103.005,53.714,53.352,41.671,922.743,805.159,187,258,313,365,562,594,735,774,832,872,961,1004,550,659,3346563.582,3319864.552,3364534.881,2928867.018,371.0337503
524,1,524_1,171,94.94505,100.3,3,3,3.5,11.4,5.757,5.757,74.591,63.582,22,24,31,33,42,58,77,89,115,126,142,153,75,91,3172439.847,3137729.739,3189153.079,2668914.376,328.1909552
524,2,524_2,300,94.94505,183.3,8.7,7,8.512,17.877,11.782,11.016,132.03,110.508,22,35,50,56,82,103,142,160,198,212,246,264,139,168,3392751.336,3369528.678,3406599.82,2848563.83,341.9280245
524,3,524_3,609,94.94505,412.5,23.5,19.291,16.154,42.5835,24.024,16.395,298.176,232.447,42,77,107,144,194,223,276,320,401,449,492,513,272,328,3415384.412,3390806.251,3430518.221,2912855.784,343.3392633
524,4,524_4,705,94.94505,605,32.2,21.412,24.072,49.953,47.985,24.16,455.772,349.893,51,82,138,180,259,297,368,413,509,545,576,601,360,429,3502688.585,3484056.078,3519682.25,2953444.518,348.7829353
524,5,524_5,814,94.94505,831.2,52.872,24.434,28.943,60.996,51.006,45.958,643.06,498.551,78,131,191,232,312,350,448,490,586,626,672,704,440,520,3519208.435,3504270.692,3536692.995,2863573.074,349.8129965
525,1,525_1,239,122.44898,118.6,3,6,9.468,6.06,5.353,5.406,95.352,83.836,10,12,36,41,95,103,124,129,157,173,201,217,93,115,3088863.766,3072350.25,3103658.943,2677559.228,347.3555702
525,2,525_2,439,122.44898,231.3,12,8.126,18.3,12.444,6.794,6.798,192.248,165.155,26,37,82,108,197,208,244,257,297,326,366,395,193,235,3123530.271,3106030.302,3137701.959,2761763.937,349.6802652
525,3,525_3,639,122.44898,430.4,19.9,19.19,26.1105,18.304,11.648,11.76,361.262,320.449,67,94,175,200,310,334,405,427,466,487,526,547,296,357,3024564.802,3014520.904,3034969.186,2703232.477,343.0437573
525,4,525_4,1039,122.44898,835.7,34.643,39.8,48.0375,33.304,25.937,31.667,706.8775,593.6755,122,167,285,326,517,560,668,711,782,824,894,941,504,606,3173869.603,3164636.174,3182080.462,2706899.865,353.0559616
525,5,525_5,1139,122.44898,1139.1,25.31,48.822,50.085,50.692,42.488,54.74,984.224,833.034,155,215,351,397,603,647,760,809,877,917,985,1022,589,699,3168655.995,3163702.156,3178755.209,2630657.786,352.7063432
526,1,526_1,137,121.41176,69.2,1,1.7,3,2.7,1,6.06,58.1985,48.755,4,4,12,19,48,50,70,77,81,81,118,121,117,128,2707459.942,2696662.139,2716468.497,1998314.422,321.7790785
526,2,526_2,189,121.41176,107.4,3,2.3,5.5,3.737,3.03,8.3325,88.8815,78.125,12,14,28,41,75,84,114,122,128,130,163,172,161,177,2867693.576,2856800.842,2874903.313,2253495.225,332.5241574
526,3,526_3,469,121.41176,288.7,11.2,9.9,10.302,15.708,17.716,24.0105,216.852,198.3445,13,25,69,86,151,177,270,284,310,327,396,426,387,431,3210686.568,3199518.131,3218395.265,2606579.831,355.5248639
526,4,526_4,688,121.41176,510.2,12.7,14.443,25.908,28.6,25.833,44.4135,401.8995,359.2415,17,44,144,169,265,298,419,444,478,503,591,625,581,647,3282709.867,3272935.805,3295332.935,2607950.246,360.3546616
526,5,526_5,699,121.41176,520.5,28,13.332,22.298,20.384,28.77,38.16,410.234,362.693,22,45,130,167,270,306,438,467,525,547,611,649,602,670,3307688.001,3298595.685,3319255.664,2690652.561,362.0296659
527,1,527_1,156,121.0084,97.1,3.1,5,2,2.7,7.575,5.353,79.853,70.864,12,24,48,52,64,65,77,85,115,119,134,141,113,127,2916438.429,2894987.863,2930466.545,2459749.923,332.847378
527,2,527_2,275,121.0084,215.4,5.9,10,10.1,4.343,15.3,11.628,175.563,158.631,22,35,74,83,108,117,149,164,202,211,244,256,199,225,3007465.215,2990306.415,3022602.647,2563810.475,338.8979819
527,3,527_3,553,121.0084,342.7,12.36,11.009,18.36,7.087,20.577,19.815,278.924,255.309,92,115,168,186,234,244,299,322,400,423,489,522,389,443,3041118.93,3027497.826,3054132.097,2579405.045,341.1349642
527,4,527_4,714,121.0084,533.7,23.735,27.438,27.089,14.04,37.9575,27.984,421.357,383.977,107,143,220,254,327,348,422,439,506,539,638,674,496,566,3307684.928,3293768.538,3322014.435,2864459.043,358.8537629
527,5,527_5,897,121.0084,725.8,31.512,32.436,56.466,19.215,50.244,43.848,563.751,509.859,120,152,229,267,352,403,520,563,664,700,805,843,655,742,3520812.803,3502161.179,3538319.075,3009492.692,373.0204981
529,1,529_1,169,106.04651,111.7,3,3.7,6,3,4.4,14.544,84.433,54.436,18,20,26,35,48,52,60,62,68,84,114,126,111,126,3100496.295,3090041.556,3107029.81,1933461.712,332.8665271
529,2,529_2,327,106.04651,225.6,6,9.913,14.14,12.726,7.384,21.42,175.842,118.53,69,74,87,104,125,137,153,168,193,202,247,258,242,273,3269125.031,3256715.443,3281311.645,2299603.287,343.6786049
529,3,529_3,512,106.04651,519.1,15.1,31.815,34.946,26.826,12.322,50.7,402.421,271.664,84,99,126,152,176,197,227,253,290,310,412,431,406,456,3404036.243,3389478.82,3420347.375,2402938.876,352.3287944
529,4,529_4,797,106.04651,885.5,23.432,57.703,61.093,44.782,27.872,88.404,687.47,463.976,123,147,186,233,283,317,362,406,460,493,644,677,634,713,3602811.055,3587516.969,3619160.736,2549510.742,365.0737676
529,5,529_5,1037,106.04651,1014.4,36.057,64.187,61.154,52.539,21.596,97.686,803.3695,558.559,128,187,261,311,370,422,483,531,591,641,823,875,808,910,3587675.783,3574889.475,3605091.849,2561463.596,364.1033296
530,1,530_1,274,118.62069,131.7,3,2,3.7,13.029,5.05,3.774,110.0255,83.0975,40,42,72,73,80,89,104,117,169,173,204,213,102,127,2774669.67,2742406.966,2791719.642,2291730.371,326.2860838
530,2,530_2,427,118.62069,260.1,8.2,14.8,9.797,19.089,11.832,8.652,209.432,149.212,37,53,77,94,111,133,179,196,251,267,319,339,176,217,3065049.663,3049790.972,3076878.938,2499846.963,345.7586245
530,3,530_3,602,118.62069,520.4,29.1,32.522,17.473,28.764,25.029,14.976,408.6495,306.1505,41,63,106,128,161,191,250,275,373,397,449,472,245,301,3138961.801,3131457.83,3149728.978,2643626.269,350.7150855
530,4,530_4,895,118.62069,862.4,42.3,50.904,36.924,56.7945,42.63,26.818,689.1705,488.6605,56,90,156,191,242,292,368,408,539,579,655,697,357,445,3343585.104,3334947.138,3350616.94,2757493.002,364.4368834
530,5,530_5,1107,118.62069,1165.9,51.722,61.812,38.316,82.68,65.351,46.332,940.386,660.899,82,124,202,247,316,362,448,498,662,711,807,856,433,542,3412726.529,3399897.472,3425426.341,2748632.839,369.073426
531,1,531_1,271,123.24324,144.6,4.4,7.313,4.444,3.333,11.322,5.1,120.895,113.755,6,22,95,104,141,157,164,187,226,236,262,266,223,249,2883491.162,2862168.619,2896406.995,2602327.739,333.583525
531,2,531_2,440,123.24324,282.1,8.2,13.534,5.712,3.57,20.085,13.52,248.482,236.002,21,39,130,146,211,239,265,290,371,382,421,431,366,409,2908140.4,2886096.639,2924292.045,2553278.981,335.2364739
531,3,531_3,761,123.24324,586.3,23.1,25.092,12.566,7.488,42.135,26.429,513.586,481.486,40,72,241,266,373,395,424,459,620,646,708,740,612,687,3019618.25,2998376.72,3037132.644,2652863.303,342.7120474
531,4,531_4,1218,123.24324,855.2,15.638,46.876,16.218,6.608,85.218,48.95,744.546,702.746,93,130,386,437,601,636,675,736,957,1011,1121,1190,941,1060,3237954.586,3198805.25,3261332.378,2794392.313,357.3534252
531,5,531_5,1451,123.24324,1199,24.425,38.994,13.375,7.128,77.88,59.51,1115.864,1065.264,93,154,474,529,728,783,837,893,1119,1190,1362,1421,1091,1235,2947507.821,2922761.254,2963447.13,2554494.028,337.8764068
532,1,532_1,112,126.15385,70.2,1,1,4.95,2,3.3,3.01,59.665,51.1,13,13,19,19,47,52,79,80,85,90,99,101,44,54,2687290.242,2665681.98,2701922.436,2255081.125,323.2372811
532,2,532_2,213,126.15385,142.2,6,3,8.4,5.454,5.454,6.464,114.746,99.639,23,28,41,43,84,94,140,148,162,170,184,193,76,95,2855234.733,2843860.675,2866154.482,2419935.496,334.598232
532,3,532_3,391,126.15385,402.6,6.7,11.2,31.815,22.44,23.54,26.78,316.668,276.704,33,45,79,91,165,178,250,264,290,306,334,352,157,196,3247359.961,3227168.402,3268634.975,2686221.026,361.1243503
532,4,532_4,563,126.15385,528.9,16.6,12.423,38.25,27.85,28.08,30.35,426.911,370.691,53,74,143,167,265,284,383,403,438,458,493,515,250,305,3269820.611,3253332.245,3286180.272,2739901.632,362.6437472
532,5,532_5,679,126.15385,676.2,27,15.857,45.99,41.6,42,43.32,526.842,459.91,26,52,135,162,281,304,425,457,507,539,589,623,267,334,3491101.439,3478736.537,3509951.364,2916710.682,377.6127444
533,1,533_1,208,110.89655,109.3,3,3,3,4.9,9.09,5.05,90.147,80.434,4,6,26,28,34,36,56,68,122,127,172,185,119,137,2885803.815,2862477.583,2896212.629,2483685.017,324.9560138
533,2,533_2,307,110.89655,205.7,6,9,8,4.433,18.36,10.2,167.765,149.89,12,17,33,41,60,67,90,115,202,213,277,286,197,225,3045740.446,3020195.862,3061370.088,2614798.547,335.398935
533,3,533_3,641,110.89655,559.7,22,19.922,25.351,38.76,74.88,23.1,421.62,391.738,13,34,88,123,171,199,260,292,423,445,563,584,414,476,3621703.884,3579735.749,3643213.482,3280511.752,373.0059595
533,4,533_4,851,110.89655,846,27.2,43.632,34.924,46.968,92.133,23.647,677.387,619.116,26,63,131,184,265,304,369,413,570,608,749,780,557,640,3487200.947,3456489.015,3505707.685,3195326.549,364.2237089
533,5,533_5,879,110.89655,970.3,36.4,34.946,39.984,48.307,150.63,37.6,741.271,671.631,30,69,136,174,233,273,346,391,587,632,781,815,571,654,3747672.526,3693432.897,3769579.609,3376581.886,381.2309708
534,1,534_1,356,123.10881,127.9,3.5,3.5,4.01,4.747,12.5745,4.08,110.098,94.223,10,26,60,76,98,101,140,150,180,190,235,238,178,212,2951537.443,2922267.24,2963715.911,2573032.595,338.1466285
534,2,534_2,512,123.10881,237.5,6.3,7.171,7.373,7.446,27.177,9.568,190.7495,149.2325,48,65,107,123,168,186,222,240,300,319,402,421,297,346,3063655.859,3026893.647,3078006.506,2542455.426,345.6651576
534,3,534_3,724,123.10881,491.8,16.51,16.271,20.858,19.982,49.9785,23.532,386.292,316.308,56,101,178,201,273,305,366,393,486,521,606,631,476,546,3244635.196,3215598.602,3257516.53,2720882.367,357.801419
534,4,534_4,895,123.10881,764.1,23.223,27.948,28.119,32.864,66.9855,49.541,609.609,501.27,74,113,218,253,332,359,455,483,591,631,753,793,583,670,3368130.146,3343919.878,3379937.275,2721566.417,366.0828451
534,5,534_5,1155,123.10881,1010.5,23.735,57.012,50.232,43.872,56.9025,67.98,802.4845,662.4845,104,145,296,347,437,485,598,642,757,812,978,1025,748,862,3418063.563,3409674.1,3432447.38,2746793.108,369.4313213
541,1,541_1,322,111.25,122,8.663,8.686,4.444,4.04,4.04,13.311,88.449,73.921,96,109,121,134,157,182,187,190,194,197,263,276,258,287,3321080.379,3305129.789,3332482.246,2503928.855,356.5605897
541,2,541_2,388,111.25,181.8,11,10.1,5.454,5.153,8.16,17.304,138.318,111.95,86,96,107,116,135,161,170,202,235,242,317,337,309,345,3207676.611,3196259.482,3218787.304,2415173.399,349.0892826
541,3,541_3,655,111.25,428.4,22.321,20.604,8.67,20.402,22.351,29.4525,336.3555,260.736,122,151,180,209,230,260,287,314,341,366,521,563,503,566,3167594.635,3161503.832,3181002.172,2464207.993,346.4485877
541,4,541_4,951,111.25,692.5,35.35,37.74,14.626,32.968,34.443,52.329,557.3315,407.1275,151,190,245,286,325,376,414,451,489,525,780,821,757,850,3381689.345,3374718.343,3395656.036,2540630.454,360.553651
