楽曲ID,難易度ID,ID_DifN,ノーツ数,譜面再生時間,累計基礎係数,s1係数,s2係数,s3係数,s4係数,s5係数,s6係数,s外係数,s6前s外係数,s1始点,s1終点,s2始点,s2終点,s3始点,s3終点,s4始点,s4終点,s5始点,s5終点,s6始点,s6終点,SF始点,SF終点,平均スコア,最小スコア,最大スコア,s6前スコア,ポイント
421,5,421_5,728,98.36066,762.5,40,36.36,39.248,46.22,74.109,66.288,532.1355,412.9835,42,81,113,141,197,241,289,327,467,508,572,617,453,524,3858396.032,3836788.64,3868961.667,3037751.493,377.9616303
422,1,422_1,217,105.88235,104.6,4,4,12,4.04,6.06,5.05,77.731,72.352,9,12,17,20,63,70,120,123,128,133,155,182,61,81,3230979.538,3198907.964,3244796.725,2873148.319,344.3633819
422,2,422_2,340,105.88235,170.1,8,8,19.695,9.18,9.18,5.13,126.3175,120.4465,61,68,77,84,133,145,208,225,244,261,283,310,129,162,3377284.753,3348844.367,3389401.204,3144412.308,353.8301899
422,3,422_3,598,105.88235,370.9,22.664,23.836,27.693,17.052,22.88,4.2,290.963,287.183,85,110,136,162,269,293,387,412,444,492,549,570,263,321,3349076.02,3340918.069,3358293.777,3264045.101,352.004919
422,4,422_4,858,107.29412,643.1,29.189,34.283,78.5925,35.81,34.238,9.975,497.872,492.796,117,152,193,230,398,435,581,611,653,693,745,824,388,472,3602242.938,3569833.384,3616881.076,3492156.208,368.3863077
422,5,422_5,863,105.88235,764,46.46,46.19,73.878,36.57,49.434,2.376,567.952,565.252,106,143,184,221,374,420,624,667,721,764,817,837,354,437,3538408.652,3519739.603,3550654.775,3512582.029,364.2558539
423,1,423_1,296,124.93151,132,4,5.4,8,7.02,12.699,9.384,94.7655,88.8495,21,24,29,46,69,75,96,102,201,210,249,277,192,219,3269648.647,3246706.434,3286473.413,2793182.167,362.6321144
423,2,423_2,387,124.93151,185.6,7,5.5,12.423,11.11,24.939,5.768,137.183,135.947,32,38,54,81,106,119,149,167,265,276,337,365,247,282,3440577.199,3400979.467,3465734.574,3246684.76,374.1949281
423,3,423_3,680,124.93151,629.5,20.5,19.776,44.676,43.775,46.7775,37.1,476.153,465.235,35,58,100,125,223,267,317,347,510,537,640,656,485,553,3431356.635,3417909.936,3449534.66,3045267.455,373.5711842
423,4,423_4,949,124.93151,929.3,27.25,28.429,47.998,60.528,71.1015,56.448,736.144,708.745,68,104,161,231,328,374,438,474,708,748,878,912,674,767,3465797.339,3447483.615,3482269.198,3033172.937,375.9009964
423,5,423_5,1014,124.93151,1259.6,44.331,51.845,64.272,64.065,95.979,85.783,992.551,948.903,82,119,185,241,349,389,459,501,753,792,943,985,728,828,3558650.552,3542911.032,3570072.907,3064262.978,382.1822432
423,6,423_6,1268,124.93151,1310.4,48.801,42.126,69.576,71.262,114.2865,74.14,1062.498,1003.648,91,145,230,284,424,477,568,623,906,965,1174,1229,892,1017,3601534.205,3579808.409,3617123.635,3161047.666,385.0831962
424,1,424_1,351,113.75,125.5,6,3,5.544,7.07,15.759,6.63,96.55,79.867,44,48,61,63,99,126,156,162,229,240,277,296,227,261,3371686.174,3335044.569,3394153.912,2858366.625,359.8946185
424,2,424_2,479,113.75,200.1,14.3,5.05,10.1,14.076,23.175,5.367,152.0565,132.5045,63,74,103,107,185,194,214,234,312,325,378,411,309,354,3477102.053,3448135.386,3503455.903,3163181.815,366.8396647
424,3,424_3,701,113.75,322.3,18.079,10.608,14.008,20.8,34.335,12.084,251.391,213.654,115,149,218,249,322,358,405,433,516,540,625,646,509,577,3458886.041,3431462.032,3477944.281,3043270.339,365.6395509
424,4,424_4,868,113.75,551.7,40.198,12.852,30.694,35.88,54.027,21.507,425.3865,381.1345,119,155,220,255,336,381,438,473,581,618,723,766,573,658,3649176.817,3626272.15,3674484.374,3270690.343,378.176355
424,5,424_5,868,113.75,695.9,48.864,19.664,38.419,41.08,66.6225,23.968,525.766,473.487,90,130,185,206,302,344,416,466,544,591,714,755,534,619,3617640.52,3595130.58,3639420.261,3269826.974,376.0986695
425,1,425_1,405,146.2069,158.2,3.5,10.823,9.09,12.24,5.508,11.124,122.486,108.557,35,51,70,105,125,132,219,226,272,289,344,379,217,255,3247144.774,3230412.052,3266572.644,2705529.324,379.9503045
425,2,425_2,544,146.2069,215.9,5.4,13.8,10.1,13.158,6.592,14.352,177.9645,162.4065,37,54,82,96,177,185,284,297,352,379,444,458,282,333,3200948.719,3187809.516,3215113.124,2691608.762,376.6622323
425,3,425_3,874,146.2069,530.5,14.1,19.897,20.604,33.573,20.458,21.079,446.304,375.946,54,86,114,137,234,271,489,532,641,662,755,778,473,558,3017326.356,3004428.054,3026422.472,2556531.588,363.5926406
425,4,425_4,1159,146.2069,884,28.583,37.944,39.45,51.1395,25.164,49.009,758.254,618.064,110,158,213,248,385,423,698,734,850,875,998,1031,686,801,3233359.015,3222655.744,3242657.745,2617227.262,378.9690828
425,5,425_5,1250,146.2069,1070.3,25.702,37.818,52.64,52.1295,25.348,44.99,955.1755,792.5955,93,140,196,238,370,409,684,731,865,920,1084,1127,673,798,3102234.945,3092003.947,3112096.054,2571978.6,369.6361343
426,1,426_1,234,112.38095,87.4,3,5,5,9.09,5.353,6.363,63.507,58.414,3,5,18,22,27,31,116,121,134,154,184,192,112,134,3481095.173,3458376.495,3497825.137,2974000.299,363.8250377
426,2,426_2,245,112.38095,163.4,6,10,10,19.8465,9.09,9.13,112.5595,103.7875,6,11,39,48,59,68,145,156,169,175,198,204,136,158,3552170.853,3522023.493,3571535.256,3137083.787,368.4658616
426,3,426_3,503,112.38095,405.7,33,23,18.281,35.226,24.617,24.856,277.5885,263.5365,15,34,76,93,131,147,309,330,367,387,433,453,292,341,3642141.085,3627417.975,3656121.545,3213543.377,374.3403885
426,4,426_4,712,112.38095,577.3,34.6,31.31,35.592,61.297,30.281,29.517,402.571,389.463,38,66,120,142,185,213,398,443,493,521,579,614,364,434,3707447.298,3684584.958,3718296.41,3351778.04,378.6045001
426,5,426_5,859,112.38095,641.7,46,45.812,39.27,71.6625,19.08,35.738,449.7775,434.1295,46,89,176,214,262,297,526,570,628,667,751,797,495,577,3879107.471,3852493.773,3904712.653,3485179.344,389.8128996
427,1,427_1,165,88.29016,93.3,5,5,6.4,5,12.25,6.06,58.873,51.601,5,9,13,17,21,39,57,61,89,104,132,136,87,102,3590001.919,3557262.262,3603334.341,3092523.983,350.8854126
427,2,427_2,285,88.29016,186.2,10.4,8.4,12.4,12.08,22.2705,12.342,121.871,104.021,9,22,38,48,69,83,98,108,159,179,226,245,155,182,3669382.264,3641627.5,3686298.377,3123054.313,355.7883163
427,3,427_3,567,88.29016,398.2,27.6,27.028,21.008,32.64,25.4925,26.737,262.2255,214.6405,37,67,99,130,173,198,239,266,368,397,485,513,361,417,3668107.053,3659030.495,3677146.022,3064656.105,355.7095532
427,4,427_4,718,88.29016,631.5,43,39.188,40.188,42.974,63.768,40.472,417.4615,354.6855,41,86,134,173,214,251,296,335,467,507,600,635,458,529,3938133.298,3921561.809,3946053.052,3368041.539,372.3876449
427,5,427_5,877,88.29016,805.1,60.46,48.48,42.636,54.178,60.585,62.274,538.2305,446.4165,52,103,153,199,243,290,339,389,554,606,719,773,542,627,3900069.811,3892885.654,3909295.227,3209747.479,370.0366648
428,1,428_1,228,122.66667,131.1,4,4,9.3,4,4.747,15.6045,100.829,73.154,30,33,48,51,60,70,97,100,137,147,187,197,185,205,3179743.407,3162736.783,3186376.435,2161383.757,353.449852
428,2,428_2,369,122.66667,271.2,12.3,8.3,11.413,14.847,12.24,25.1835,209.6705,169.14,43,56,83,93,116,129,169,183,249,256,313,327,309,344,3220304.895,3213585.971,3228028.836,2430669.736,356.1698577
428,3,428_3,587,122.66667,585.4,18.2,17.978,19.686,24.514,16.64,46.497,484.7325,407.295,63,91,152,176,235,263,325,347,402,413,494,519,488,545,2998936.935,2993678.882,3002138.677,2296703.911,341.3251827
428,4,428_4,1016,122.66667,1046.2,49.337,27.744,39.169,66.675,18.53,93.4815,876.2555,697.843,78,124,230,267,370,411,505,553,678,721,874,917,861,961,3355016.097,3338018.759,3369866.179,2498365.123,365.2034324
428,5,428_5,1234,122.66667,1330.2,54.046,47.328,42.536,71.638,19.332,130.515,1135.471,893.031,87,134,239,284,412,456,572,638,819,871,1044,1094,1026,1148,3394202.915,3381663.166,3407803.005,2445288.286,367.8312543
429,1,429_1,208,128,106,3.3,7,4,5.923,7.575,6.06,82.4205,71.8995,25,30,59,64,76,79,92,105,139,143,161,166,138,157,3173416.415,3160719.668,3187570.803,2692417.537,359.2190024
429,2,429_2,348,128,269.5,8,17.524,12.524,7.474,25.092,16.626,202.892,172.002,59,75,98,114,138,151,181,200,230,247,286,298,229,260,3265023.334,3239534.23,3282886.659,2715866.488,365.4698275
429,3,429_3,576,128,501.9,16.8,30.906,22.44,10.69,41.409,28.933,398.825,355.24,61,84,133,158,203,234,290,325,377,402,476,503,375,430,3271956.29,3249894.511,3290641.928,2779707.022,365.9428998
429,4,429_4,851,128,749.3,30.024,48.246,36.668,35.36,67.41,45.047,561.758,491.176,90,126,191,231,307,346,422,459,545,586,712,755,542,627,3593703.183,3573306.753,3606496.144,3059758.669,387.8973937
429,5,429_5,983,128,933.6,36.663,51.916,53.312,33.788,76.11,50.22,737.4625,636.2535,148,186,263,310,383,426,497,539,665,709,827,869,659,756,3568214.718,3550541.408,3581765.203,3037947.719,386.1581808
430,1,430_1,204,122.92683,95.1,4,3.5,7,3,3.01,9.09,71.568,44.329,19,21,41,57,65,70,93,95,99,101,124,129,123,141,3087402.542,3070589.735,3095636.11,2096744.346,350.3037014
430,2,430_2,338,122.92683,210.2,11.6,5.5,12.19,9.696,2.02,17.289,167.266,99.676,9,23,55,73,97,108,141,155,171,181,205,218,203,235,3058034.77,3044503.856,3077047.88,2055630.513,348.317058
430,3,430_3,495,122.92683,430.1,18.6,8.975,21.513,18.972,2.04,44.3415,358.878,212.066,32,51,96,119,155,174,224,243,266,276,322,347,318,367,3122951.532,3110776.887,3141321.338,1937490.035,352.708486
430,4,430_4,742,122.92683,652.7,29.3,25.452,29.886,30.179,12.688,68.1975,532.9065,346.7085,53,91,165,198,261,288,349,387,425,447,547,582,542,615,3387830.132,3382346.285,3399760.001,2254857.815,370.6267442
430,5,430_5,1071,122.92683,778.8,39.682,16.83,41.303,41.08,12.81,80.136,662.5535,404.35,79,120,202,238,318,360,441,482,520,542,630,670,623,727,3492405.465,3481336.873,3509299.233,2269386.879,377.7009579
431,1,431_1,236,122.0339,96.1,3,3.1,6.3,5.05,3.131,7.575,78.5535,47.057,31,33,39,60,93,100,111,115,123,144,178,182,177,198,3083172.66,3069007.452,3091280.804,2124532.755,346.9739313
431,2,431_2,294,122.0339,185.8,5.3,4.6,13.615,10.1,3.131,22.95,141.65,90.395,21,28,47,65,100,113,134,143,162,183,228,239,226,254,3250097.938,3228387.544,3265483.379,2081952.82,358.1677441
431,3,431_3,543,122.0339,315.1,11,9.09,23.766,19.278,7.004,35.88,248.862,160.055,70,78,119,134,205,222,251,276,309,340,420,436,415,468,3477629.073,3456648.369,3493359.959,2324390.494,373.4257143
431,4,431_4,694,122.0339,515.8,13.473,17.657,33.966,27.501,17.368,57.015,410.043,256.7355,85,116,191,211,271,296,337,368,433,455,530,556,526,595,3485545.902,3469726.187,3497032.824,2300102.18,373.9566076
431,5,431_5,893,122.0339,745.3,26.23,18.36,32.857,23.504,17.22,51.225,659.242,416.845,98,139,232,267,360,391,444,486,548,585,682,715,676,765,3089344.737,3081134.231,3095850.53,2098682.873,347.3878235
432,1,432_1,155,133.33333,124.4,3,3,7,9.465,6.363,3.03,97.682,91.925,23,25,39,41,57,62,93,101,115,123,140,142,91,104,2822302.545,2804197.64,2838130.091,2611198.256,341.0410002
432,2,432_2,361,133.33333,301.7,14,6.06,17.271,20.349,13.566,14.42,229.418,206.758,52,63,102,107,126,141,223,247,275,299,330,341,219,252,3041166.903,3027905.486,3057179.888,2637640.147,356.2327615
432,3,432_3,478,133.33333,564.4,21,11.11,29.401,38.7045,39.346,21.84,441.735,404.295,63,81,132,142,178,201,297,320,363,389,431,447,289,335,3145698.117,3130671.731,3165192.218,2803692.385,363.4884575
432,4,432_4,714,133.33333,735.6,23.432,23.46,41.208,55.224,47.565,28.832,578.003,530.579,105,127,201,217,263,300,451,485,546,579,629,659,439,509,3329806.974,3313587.336,3345350.158,2976540.42,376.2677782
432,5,432_5,955,133.33333,893.7,37.37,28.218,49.088,42.93,38.948,50.976,739.296,650.693,120,154,262,312,409,449,622,653,724,756,835,877,612,706,3320762.639,3313304.557,3328808.22,2788140.391,375.6399949
433,1,433_1,217,128.95522,146.2,3.7,3,7,6.3,11.514,6.06,117.943,97.953,7,16,29,31,45,50,66,74,151,163,195,197,149,169,2901232.845,2880327.324,2916804.265,2445550.427,340.6464765
433,2,433_2,382,128.95522,252.5,8,6.9,12.12,12.12,16.983,9.27,211.747,180.538,48,54,68,82,118,128,151,162,255,266,310,312,252,289,3018285.493,3004568.414,3030205.939,2602770.195,348.6335984
433,3,433_3,655,128.95522,579.5,23,27.977,24.644,15.198,51.012,23.34,458.458,372.916,58,74,102,160,191,220,278,300,433,483,592,601,428,492,3167990.217,3145027.209,3182925.661,2681479.104,358.8487442
433,4,433_4,1053,128.95522,965.4,23.982,21.9,36.05,51.272,75.303,33.175,820.4165,684.0755,92,129,189,232,301,342,432,475,677,725,890,939,665,768,3176631.443,3153517.826,3192391.148,2717872.502,359.4383808
433,5,433_5,1116,128.95522,1117.4,25.093,38.942,43.878,52.376,88.275,59.874,941.3085,785.0885,93,130,197,254,330,373,461,510,755,795,959,1004,743,853,3383980.422,3361945.709,3399460.957,2795679.757,373.5868994
434,1,434_1,106,108,68.5,3,3,4,5.3,3,7.95,46.415,30.2,18,20,23,25,29,31,37,44,54,56,63,70,62,71,3367946.985,3353909.38,3374772.445,2342104.65,350.0148361
434,2,434_2,236,108,195.6,7.7,10.2,11.1,11.312,9.292,15.3015,144.9245,96.707,13,26,52,62,81,90,104,115,140,150,178,187,176,198,3293920.736,3288854.308,3300981.925,2435533.144,345.2684472
434,3,434_3,500,108,365.7,17.2,17.4,22.523,14.256,24.48,26.7285,273.415,203.765,26,44,78,96,146,163,195,217,268,287,377,396,373,422,3401480.607,3391407.371,3410301.664,2645583.991,352.1649331
434,4,434_4,673,108,559.4,21.9,27.775,35.19,29.314,24.703,42.9375,421.02,285.989,41,79,116,145,206,234,284,314,387,414,497,535,489,554,3422997.502,3414527.516,3430267.766,2541088.098,353.5445457
434,5,434_5,757,108,659.9,30.301,33.936,40.29,37.492,21.424,45.339,512.9235,346.1585,62,101,148,182,240,282,336,373,440,478,592,625,583,657,3485760.388,3477389.964,3496933.68,2615320.791,357.5687543
435,1,435_1,317,150.47164,147.6,8,4,8,4.141,10.863,7.242,118.115,109.197,9,15,29,32,73,79,152,183,220,227,268,291,218,248,3032452.357,3016747.538,3046850.007,2656106.677,367.6830515
435,2,435_2,440,150.47164,357.4,14,15.2,15.15,12.75,20.085,12.925,300.76,256.956,17,29,80,94,177,189,253,267,322,334,382,403,318,361,2982255.171,2974862.985,2987233.933,2571653.598,364.0806652
435,3,435_3,738,150.47164,594.7,19.9,26.967,13.961,18.72,31.185,21.412,511.2405,445.5605,34,78,171,199,292,326,428,443,521,552,644,677,509,580,2898417.338,2888114.344,2907489.256,2498791.129,358.0640678
435,4,435_4,960,150.47164,995,43,34.158,47.174,28.35,65.19,28.08,851.3295,729.9205,41,90,190,224,341,387,538,562,657,693,823,860,645,740,3152960.227,3139036.086,3163944.185,2767632.067,376.3312633
435,5,435_5,1203,150.47164,1299.9,45.02,41.616,56.16,37.32,68.04,32.67,1166.641,1048.941,60,102,231,274,449,487,690,722,847,884,1053,1100,835,954,3080012.754,3070309.943,3086988.005,2762035.896,371.0962094
436,1,436_1,174,118.28571,115.5,4,3,3,9.6,7.07,5.454,91.558,77.014,19,21,27,29,35,37,71,80,109,114,129,146,69,85,2960069.144,2937163.72,2974455.92,2494770.224,338.7187544
436,2,436_2,409,118.28571,252.2,10,8.1,9.494,16.5075,13.464,9.476,202.358,173.079,12,20,55,81,101,122,199,216,285,298,330,349,195,234,2987129.357,2974533.161,2996170.89,2580500.313,340.5333804
436,3,436_3,615,118.28571,506.3,24.7,21.685,13.534,36.153,23.92,33.18,392.779,320.32,42,68,98,123,168,193,308,332,431,463,513,548,299,359,3248973.21,3234571.506,3261925.963,2616564.514,358.0923211
436,4,436_4,823,118.28571,792.1,39,36.663,29.274,55.38,33.63,37.834,628.228,521.932,45,86,148,186,250,284,413,448,582,618,675,714,401,482,3304082.278,3291322.354,3312473.295,2779773.48,361.7878704
436,5,436_5,974,118.28571,870.8,45.4,34.34,31.604,62.3595,38.306,39.744,700.102,578.494,46,88,156,198,267,314,488,531,710,756,828,859,472,567,3358244.471,3343485.957,3367499.289,2828481.655,365.4199233
437,1,437_1,189,106.25,139,6,7.4,6,5.757,18.786,9.09,98,90.425,13,17,39,57,75,79,106,117,132,143,164,169,130,147,3450200.992,3411289.878,3465609.74,2986803.692,358.5482995
437,2,437_2,378,106.25,277.6,13.4,15.029,16.16,8.874,29.988,17.51,200.0175,183.0225,37,52,100,123,155,164,224,247,281,299,342,352,277,313,3434751.887,3407569.53,3452797.247,2965182.976,357.5486515
437,3,437_3,521,106.25,531.3,21.846,38.582,30.804,26.353,44.9595,26.624,391.35,355.426,94,120,170,193,241,261,295,318,359,385,450,470,354,405,3510352.836,3494641.69,3524102.863,3095364.627,362.4404776
437,4,437_4,838,106.25,866,36.158,50.388,56.444,45.864,73.9365,57.031,633.822,569.874,122,163,239,271,350,390,449,494,579,623,727,762,571,651,3696323.617,3680508.75,3709182.067,3158463.555,374.4738811
437,5,437_5,1028,106.25,1151.8,46.299,103.309,67.42,42.691,101.5965,53.369,858.7415,771.6665,166,216,319,371,474,518,577,622,707,762,892,932,697,798,3741556.931,3720333.333,3761475.666,3313560.69,377.4007426
438,1,438_1,237,123.47826,116.2,3,3,4.3,7.664,7.676,12.12,87.6905,64.714,37,39,45,47,67,82,98,109,124,135,167,173,165,186,3184276.395,3168603.532,3197379.235,2276462.233,353.7538289
438,2,438_2,321,123.47826,232.4,10,10.5,10.403,12.625,9.605,16.065,178.202,135.872,39,47,74,88,116,128,156,169,188,201,242,256,238,268,3118709.503,3113862.209,3121661.62,2420723.272,349.3569902
438,3,438_3,532,123.47826,414.2,18,22.523,19.493,19.074,19.261,30.732,315.739,252.632,59,70,111,134,177,198,243,263,303,323,415,436,407,458,3267375.263,3263397.567,3269979.899,2570529.636,359.3263412
438,4,438_4,764,123.47826,773.5,42.1,31.512,23.562,41.715,43.16,61.374,593.693,471.479,78,107,164,195,257,289,351,385,446,481,602,635,588,662,3398635.96,3392097.668,3409787.097,2637135.146,368.1285291
438,5,438_5,898,123.47826,953.8,43.632,34.884,36.153,48.256,48.72,88.3395,746.951,558.029,102,143,208,243,309,344,405,444,514,553,685,725,669,756,3483587.897,3478378.881,3489524.836,2555046.629,373.8253061
439,1,439_1,414,112.5,116.9,4.8,5.05,5.05,13.1805,7.21,7.21,87.0485,83.5235,75,86,122,126,130,134,176,190,307,313,373,379,174,213,3408002.91,3378328.694,3421557.702,3004164.192,359.052543
439,2,439_2,410,112.5,191.3,9.4,9.696,9.696,17.178,8.578,9.27,142.71,139.189,87,99,111,125,139,153,190,212,283,301,367,375,186,226,3312970.589,3295093.752,3321261.87,2996334.353,352.8474914
439,3,439_3,804,112.5,542,19.594,17.34,26.346,46.8,36.252,25.894,433.191,426.31,163,182,206,231,262,312,418,439,620,649,749,771,414,491,3380295.929,3359081.581,3396215.018,3069558.105,357.2434401
439,4,439_4,941,112.5,916.2,31.31,33.456,42.642,90.009,56.282,54.216,725.486,673.473,144,181,213,258,301,348,471,509,704,744,866,900,463,557,3589230.599,3562067.559,3605359.114,3122165.475,370.885645
439,5,439_5,1141,112.5,1173.9,45.45,46.41,46.865,113.8725,71.604,81.62,906.77,873.66,138,182,229,275,320,366,535,586,838,888,1036,1087,519,632,3695755.785,3668706.467,3708778.001,3201192.636,377.841113
439,6,439_6,1496,112.5,979.4,55.725,34.554,37.932,85.788,72.93,38.17,774.456,728.036,139,212,274,335,394,464,654,723,1047,1124,1322,1404,638,786,3655013.99,3634084.662,3673074.878,3321598.849,375.1809135
440,1,440_1,395,118.90909,160.4,5,11.3,9.494,5.959,5.916,15.9135,121.764,78.916,27,31,73,85,103,115,159,190,226,256,306,318,304,342,3274530.247,3259332.933,3285047.439,2278306.657,356.6499517
440,2,440_2,544,118.90909,293.4,13.6,19.796,17.79,8.174,6.386,25.896,223.579,164.315,58,76,139,159,197,223,271,305,346,380,413,439,408,461,3226671.238,3211000.978,3242754.76,2376061.297,353.4687352
440,3,440_3,756,118.90909,490.5,15.019,22.338,34.093,23.69,6.864,40.32,386.8595,268.168,98,129,210,242,301,333,374,397,448,485,537,587,530,603,3194712.323,3177130.611,3212806.682,2299008.74,351.3444073
440,4,440_4,1091,118.90909,751.8,27.32,42.127,49.712,48.577,7.05,51.42,612.7285,405.7085,143,205,315,363,448,495,582,632,699,736,791,831,785,893,3407304.098,3392266.506,3431662.529,2512142.943,365.4755077
440,5,440_5,1220,118.90909,996.5,36.702,48.901,54.075,64.398,30.888,80.5875,811.005,543.991,159,223,380,439,525,574,667,727,801,834,888,933,882,1004,3580762.749,3568637.696,3592631.735,2598135.777,377.0054062
441,1,441_1,163,133.56522,96.2,3,3.9,6,3.1,2,7.878,78.4405,54.756,5,7,13,24,49,53,78,81,96,97,136,142,134,149,2942358.252,2927975.261,2952590.448,2092360.447,346.4134797
441,2,441_2,240,133.56522,185.7,7,5.9,9,9.09,7.07,12.5745,147.847,103.156,10,15,32,45,71,78,110,115,142,148,190,200,187,210,3031192.079,3025405.965,3037035.461,2244479.173,352.5273372
441,3,441_3,612,133.56522,466.4,16,22.422,20.865,16.32,18.025,27.6165,380.031,290.442,27,50,103,125,186,214,286,298,354,375,474,503,459,517,3054216.187,3048785.726,3058513.868,2379854.997,354.1119376
441,4,441_4,865,133.56522,792.2,30.4,33.532,40.902,35.02,28.458,55.014,649.2355,475.725,37,68,138,170,246,274,366,395,489,517,641,675,629,713,3281372.242,3275535.507,3286054.851,2478746.445,369.745619
441,5,441_5,1048,133.56522,906.4,36.4,32.643,44.969,23.712,36.487,65.838,766.6665,560.9355,54,92,181,213,297,334,435,471,590,646,788,829,771,874,3275237.819,3268019.846,3283245.128,2424016.183,369.3234264
441,6,441_6,1120,133.56522,928.1,18.403,31.998,47.174,59.61,28.09,91.854,762.971,514.903,64,103,200,239,322,363,483,524,635,674,820,871,800,911,3463882.565,3446912.028,3478027.412,2371265.531,382.3066236
442,1,442_1,139,94.88372,87.9,4.3,4,4.3,12.3,7.423,4.343,57.508,52.155,15,21,29,32,45,51,67,76,95,105,125,131,65,77,3543459.18,3504782.808,3562892.869,3166269.371,351.3251018
442,2,442_2,169,94.88372,140,8,4.8,6.4,15.453,9.191,8.181,97.85,86.437,15,22,34,45,65,74,103,112,130,139,150,158,101,116,3431179.545,3403437.678,3450051.337,2958914.554,344.3241363
442,3,442_3,360,94.88372,274.9,15.1,11.4,12.726,21.42,23.46,15.45,197.048,173.873,35,58,81,95,126,143,201,222,259,280,312,333,195,229,3483230.691,3466387.665,3497185.452,3008409.309,347.5696784
442,4,442_4,521,94.88372,508.4,25.7,19.594,21.553,39.213,39.966,26.832,377.1935,336.1695,53,81,115,137,181,204,299,326,378,409,455,485,291,340,3498576.783,3482481.941,3512527.428,3035336.011,348.5265524
442,5,442_5,595,94.88372,549.1,34.562,21.614,29.274,44.187,42.64,19.845,404.3785,365.5285,83,116,157,181,237,271,358,389,448,484,517,549,348,405,3598073.062,3584679.385,3614005.524,3250120.194,354.730438
443,1,443_1,349,126.8206,167.6,5.5,6.9,9.09,13.736,4.567,12.24,132.092,75.198,9,18,27,50,111,118,141,164,196,213,263,270,261,293,3168065.95,3147613.178,3181746.209,2215078.574,358.8539119
443,2,443_2,428,126.8206,241.4,9.5,7.9,14.039,13.13,7.956,20.5485,191.7075,118.1115,17,30,44,68,145,164,194,200,241,273,341,356,336,377,3206139.662,3195957.228,3214052.787,2213429.966,361.4518828
443,3,443_3,656,126.8206,493.7,23.5,19.998,22.803,26.928,18.54,38.688,388.38,249.868,39,65,103,128,194,224,276,300,345,366,459,485,449,513,3265421.943,3259598.167,3270740.545,2334131.957,365.4970267
443,4,443_4,1009,126.8206,854.3,38.53,34.965,41.369,54.8,37.1,68.2125,669.491,448.489,84,132,198,242,360,412,500,537,618,644,749,797,739,839,3470664.481,3461105.665,3476043.129,2536244.949,379.5018116
443,5,443_5,1048,126.8206,909.9,45.884,39.984,43.524,44.31,31.8,82.3785,725.5365,493.4235,94,151,227,275,386,439,537,572,662,692,789,837,778,881,3520001.314,3516145.801,3526530.378,2506775.592,382.868325
444,1,444_1,256,158.04878,149.4,3.7,3,9.3,3,13.029,9.09,120.036,99.423,18,27,49,51,57,67,87,89,127,140,170,177,125,149,2973913.891,2946077.311,2990224.436,2409160.019,369.4407779
444,2,444_2,396,158.04878,270.4,9.7,9.626,12.221,6.666,17.136,12.363,225.267,187.858,33,48,94,108,135,146,175,186,240,252,292,303,236,274,2944894.296,2931342.892,2955090.47,2454745.878,367.3240545
444,3,444_3,879,158.04878,523.8,18.281,15.096,18.013,14.098,30.3975,23.521,453.549,388.419,124,151,214,235,282,316,391,436,555,585,686,723,541,626,2956690.973,2944265.674,2963726.953,2478024.578,368.1845181
444,4,444_4,1221,158.04878,1021.7,31.512,23.381,41.496,28.054,60.513,48.397,911.461,742.681,148,189,306,352,434,481,592,640,796,836,962,1001,782,903,3109619.843,3094698.643,3119312.732,2527635.983,379.3393297
444,5,444_5,1383,158.04878,1244.7,43.045,26.325,51.92,55.382,76.3545,63.03,1080.6555,908.7255,178,223,359,406,489,539,652,705,901,953,1108,1158,884,1021,3286243.031,3272615.335,3299520.585,2719820.304,392.2224329
446,1,446_1,231,158,140.4,3,6,7,5.833,9.09,6.12,113.658,101.316,6,8,50,54,76,81,94,106,161,166,203,208,160,181,2890369.34,2878002.35,2903330.085,2506619.768,363.3469401
446,2,446_2,369,158,196.8,5,8,12,3.939,16.83,8.549,155.545,136.902,10,14,53,59,77,86,107,127,239,249,322,332,236,269,3028089.369,3003402.936,3046658.207,2620913.522,373.3924011
446,3,446_3,707,158,467.9,15.2,20.604,9.078,22.66,10.959,21.518,394.397,354.64,28,62,191,211,261,285,335,356,484,508,606,628,476,543,2819464.741,2808963.376,2829483.098,2401032.081,358.1750752
446,4,446_4,1113,158,910.8,36,43.35,20.884,31.255,59.385,30.738,798.354,712.335,41,71,258,300,379,415,493,538,738,769,957,999,727,835,3164075.267,3148842.19,3176998.076,2790871.607,383.3113724
446,5,446_5,1253,158,1269.9,47.22,51.912,55.12,47.136,81,52.91,1081.131,967.391,59,102,316,360,449,494,589,632,826,870,1089,1132,812,936,3308203.282,3296344.539,3314054.321,2885948.87,393.8242394
447,1,447_1,329,139.2,157.7,5,7,6.625,12.24,7.14,5.1,128.722,114.98,52,56,75,81,87,107,205,212,250,256,289,293,203,233,3011427.406,2995251.851,3021726.356,2686589.552,357.1699184
447,2,447_2,479,139.2,267.1,11,10.633,9.696,19.737,14.317,11.33,211.783,185.582,56,64,92,106,120,134,228,248,301,321,377,387,224,270,3098329.541,3083280.977,3107050.197,2691816.416,363.2530679
447,3,447_3,861,139.2,794.6,21.513,34.476,34.845,63.96,51.24,38.102,631.9285,543.9235,122,141,219,255,295,331,430,465,552,588,679,717,420,505,3354512.452,3335267.24,3370761.091,2875222.838,381.1858716
